ReviewID,DestinationID_x,UserID,Rating,ReviewText,Name_x,State,Type,Popularity,BestTimeToVisit,HistoryID,DestinationID_y,VisitDate,ExperienceRating,Name_y,Email,Preferences,Gender,NumberOfAdults,NumberOfChildren
37,390,560,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.854728503825909,Apr-Jun,569,657,2024-02-15,3,Tanvi,tanvi@example.com,"Nature, Adventure",Female,1,1
38,204,551,3,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.96348370355229,Sep-Mar,862,944,2024-01-01,1,Dhruv,dhruv@example.com,"Nature, Adventure",Male,2,2
39,84,133,2,A historical wonder,Kerala Backwaters,Kerala,Nature,9.33374854303011,Sep-Mar,288,242,2024-03-20,4,Ritvik,ritvik@example.com,"Beaches, Historical",Male,2,2
40,711,497,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.636551596129936,Nov-Feb,917,103,2024-02-15,1,Aarav,aarav@example.com,"Nature, Adventure",Male,2,1
40,711,497,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.636551596129936,Nov-Feb,957,369,2024-03-20,2,Aarav,aarav@example.com,"Nature, Adventure",Male,2,1
43,399,501,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.376325562448297,Sep-Mar,21,200,2024-03-20,1,Arjun,arjun@example.com,"City, Historical",Male,2,0
44,57,539,1,Loved the beaches!,Goa Beaches,Goa,Beach,8.061326287087322,Nov-Mar,161,282,2024-02-15,4,Aarav,aarav@example.com,"Nature, Adventure",Male,1,2
44,57,539,1,Loved the beaches!,Goa Beaches,Goa,Beach,8.061326287087322,Nov-Mar,208,684,2024-01-01,1,Aarav,aarav@example.com,"Nature, Adventure",Male,1,2
45,763,535,4,A historical wonder,Jaipur City,Rajasthan,City,8.90257550420428,Oct-Mar,509,317,2024-02-15,4,Aanya,aanya@example.com,"Beaches, Historical",Female,1,2
45,763,535,4,A historical wonder,Jaipur City,Rajasthan,City,8.90257550420428,Oct-Mar,835,268,2024-01-01,1,Aanya,aanya@example.com,"Beaches, Historical",Female,1,2
47,841,655,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.641198251436522,Nov-Feb,972,795,2024-03-20,5,Kavya,kavya@example.com,"Beaches, Historical",Female,1,1
50,152,480,2,Loved the beaches!,Goa Beaches,Goa,Beach,9.000248319359416,Nov-Mar,149,389,2024-02-15,1,Riya,riya@example.com,"City, Historical",Female,2,0
50,152,480,2,Loved the beaches!,Goa Beaches,Goa,Beach,9.000248319359416,Nov-Mar,646,490,2024-01-01,2,Riya,riya@example.com,"City, Historical",Female,2,0
51,523,488,1,A historical wonder,Jaipur City,Rajasthan,City,8.998307150645953,Oct-Mar,48,532,2024-03-20,2,Anika,anika@example.com,"Nature, Adventure",Female,1,0
52,316,211,1,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.03328074273946,Nov-Feb,211,714,2024-01-01,3,Anika,anika@example.com,"Beaches, Historical",Female,2,2
53,956,875,4,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.240773308493525,Nov-Feb,827,330,2024-02-15,2,Hitesh,hitesh@example.com,"Nature, Adventure",Male,2,0
54,665,321,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.175473128767925,Apr-Jun,281,805,2024-02-15,4,Tanvi,tanvi@example.com,"City, Historical",Female,2,2
54,665,321,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.175473128767925,Apr-Jun,341,229,2024-02-15,5,Tanvi,tanvi@example.com,"City, Historical",Female,2,2
55,503,903,1,Incredible monument!,Jaipur City,Rajasthan,City,8.918823544059974,Oct-Mar,853,16,2024-01-01,5,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
56,204,499,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.96348370355229,Sep-Mar,339,830,2024-03-20,3,Aarav,aarav@example.com,"Beaches, Historical",Male,2,0
57,33,554,2,A historical wonder,Jaipur City,Rajasthan,City,7.684440449007848,Oct-Mar,49,933,2024-01-01,1,Kavya,kavya@example.com,"Nature, Adventure",Female,1,2
57,33,554,2,A historical wonder,Jaipur City,Rajasthan,City,7.684440449007848,Oct-Mar,489,529,2024-03-20,4,Kavya,kavya@example.com,"Nature, Adventure",Female,1,2
59,916,135,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.39676149780104,Nov-Feb,696,836,2024-03-20,5,Meera,meera@example.com,"City, Historical",Female,1,2
59,916,135,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.39676149780104,Nov-Feb,981,818,2024-03-20,4,Meera,meera@example.com,"City, Historical",Female,1,2
61,365,851,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.878382688353271,Apr-Jun,153,266,2024-03-20,4,Anika,anika@example.com,"Nature, Adventure",Female,2,0
61,365,851,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.878382688353271,Apr-Jun,792,956,2024-03-20,3,Anika,anika@example.com,"Nature, Adventure",Female,2,0
61,365,851,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.878382688353271,Apr-Jun,843,384,2024-03-20,4,Anika,anika@example.com,"Nature, Adventure",Female,2,0
62,517,572,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.715019439382655,Nov-Mar,356,699,2024-02-15,4,Meera,meera@example.com,"Nature, Adventure",Female,2,2
62,517,572,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.715019439382655,Nov-Mar,446,413,2024-02-15,5,Meera,meera@example.com,"Nature, Adventure",Female,2,2
62,517,572,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.715019439382655,Nov-Mar,535,685,2024-01-01,3,Meera,meera@example.com,"Nature, Adventure",Female,2,2
63,305,103,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.111872493591813,Apr-Jun,748,828,2024-01-01,2,Aanya,aanya@example.com,"Beaches, Historical",Female,1,0
64,931,668,1,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.309322896703316,Nov-Feb,615,322,2024-03-20,4,Dhruv,dhruv@example.com,"Nature, Adventure",Male,2,0
65,351,569,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.488999182063221,Nov-Feb,500,451,2024-02-15,2,Aanya,aanya@example.com,"Nature, Adventure",Female,2,2
69,181,740,1,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.236840653145723,Nov-Feb,971,692,2024-02-15,3,Isha,isha@example.com,"Nature, Adventure",Female,1,1
70,817,989,4,Incredible monument!,Goa Beaches,Goa,Beach,7.999026975129425,Nov-Mar,5,389,2024-02-15,4,Ritvik,ritvik@example.com,"Nature, Adventure",Male,2,1
70,817,989,4,Incredible monument!,Goa Beaches,Goa,Beach,7.999026975129425,Nov-Mar,12,779,2024-03-20,4,Ritvik,ritvik@example.com,"Nature, Adventure",Male,2,1
72,373,112,4,A historical wonder,Jaipur City,Rajasthan,City,9.276956975859664,Oct-Mar,871,691,2024-01-01,5,Karan,karan@example.com,"Beaches, Historical",Male,1,2
75,23,684,4,A historical wonder,Jaipur City,Rajasthan,City,7.883349652185746,Oct-Mar,385,281,2024-01-01,2,Aditya,aditya@example.com,"City, Historical",Male,1,0
75,23,684,4,A historical wonder,Jaipur City,Rajasthan,City,7.883349652185746,Oct-Mar,570,772,2024-03-20,2,Aditya,aditya@example.com,"City, Historical",Male,1,0
75,23,684,4,A historical wonder,Jaipur City,Rajasthan,City,7.883349652185746,Oct-Mar,989,142,2024-02-15,2,Aditya,aditya@example.com,"City, Historical",Male,1,0
76,140,548,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.907807740975244,Apr-Jun,258,880,2024-03-20,4,Dhruv,dhruv@example.com,"Nature, Adventure",Male,1,0
78,590,340,4,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.17109010854659,Apr-Jun,965,645,2024-02-15,2,Diya,diya@example.com,"Beaches, Historical",Female,1,0
79,146,575,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.373844119971205,Nov-Feb,167,311,2024-02-15,2,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1,2
79,146,575,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.373844119971205,Nov-Feb,299,957,2024-02-15,5,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1,2
80,939,182,3,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.40872418732025,Sep-Mar,366,7,2024-03-20,5,Ritvik,ritvik@example.com,"Nature, Adventure",Male,1,1
81,507,359,3,A historical wonder,Goa Beaches,Goa,Beach,8.240547501092525,Nov-Mar,238,864,2024-01-01,4,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2,1
81,507,359,3,A historical wonder,Goa Beaches,Goa,Beach,8.240547501092525,Nov-Mar,254,678,2024-02-15,2,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2,1
81,507,359,3,A historical wonder,Goa Beaches,Goa,Beach,8.240547501092525,Nov-Mar,450,353,2024-03-20,4,Ishaan,ishaan@example.com,"Nature, Adventure",Male,2,1
83,743,862,4,Loved the beaches!,Jaipur City,Rajasthan,City,7.727596682180292,Oct-Mar,264,525,2024-03-20,3,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
83,743,862,4,Loved the beaches!,Jaipur City,Rajasthan,City,7.727596682180292,Oct-Mar,558,103,2024-03-20,2,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
85,867,757,1,Incredible monument!,Goa Beaches,Goa,Beach,7.544784240485142,Nov-Mar,147,126,2024-03-20,2,Karan,karan@example.com,"Beaches, Historical",Male,1,0
85,867,757,1,Incredible monument!,Goa Beaches,Goa,Beach,7.544784240485142,Nov-Mar,325,36,2024-01-01,5,Karan,karan@example.com,"Beaches, Historical",Male,1,0
85,867,757,1,Incredible monument!,Goa Beaches,Goa,Beach,7.544784240485142,Nov-Mar,585,528,2024-03-20,4,Karan,karan@example.com,"Beaches, Historical",Male,1,0
92,226,628,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,7.721478393909334,Nov-Feb,80,631,2024-02-15,5,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1,2
92,226,628,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,7.721478393909334,Nov-Feb,412,35,2024-01-01,5,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1,2
93,304,225,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.61120828898768,Sep-Mar,950,64,2024-02-15,5,Isha,isha@example.com,"City, Historical",Female,2,0
94,234,538,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.420960540403104,Sep-Mar,269,837,2024-02-15,1,Anika,anika@example.com,"Beaches, Historical",Female,2,1
94,234,538,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.420960540403104,Sep-Mar,999,30,2024-03-20,5,Anika,anika@example.com,"Beaches, Historical",Female,2,1
95,14,590,3,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.551426230833268,Sep-Mar,797,171,2024-02-15,4,Ishaan,ishaan@example.com,"Nature, Adventure",Male,1,2
96,671,700,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.406991630850325,Nov-Feb,717,535,2024-03-20,4,Aarav,aarav@example.com,"Beaches, Historical",Male,1,2
97,961,563,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.385107105120452,Nov-Feb,126,403,2024-03-20,3,Karan,karan@example.com,"Nature, Adventure",Male,2,2
98,343,937,4,Loved the beaches!,Jaipur City,Rajasthan,City,7.873481445510227,Oct-Mar,651,712,2024-03-20,1,Riya,riya@example.com,"Beaches, Historical",Female,2,2
104,960,568,4,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.925500312367074,Apr-Jun,942,805,2024-03-20,5,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,0
106,917,944,1,Incredible monument!,Goa Beaches,Goa,Beach,7.545108072258168,Nov-Mar,113,391,2024-02-15,4,Riya,riya@example.com,"Nature, Adventure",Female,2,0
106,917,944,1,Incredible monument!,Goa Beaches,Goa,Beach,7.545108072258168,Nov-Mar,133,749,2024-01-01,4,Riya,riya@example.com,"Nature, Adventure",Female,2,0
106,917,944,1,Incredible monument!,Goa Beaches,Goa,Beach,7.545108072258168,Nov-Mar,503,732,2024-02-15,3,Riya,riya@example.com,"Nature, Adventure",Female,2,0
106,917,944,1,Incredible monument!,Goa Beaches,Goa,Beach,7.545108072258168,Nov-Mar,610,702,2024-01-01,3,Riya,riya@example.com,"Nature, Adventure",Female,2,0
107,555,212,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,9.04217651721199,Apr-Jun,824,42,2024-02-15,1,Tanvi,tanvi@example.com,"Nature, Adventure",Female,2,0
108,648,397,4,A historical wonder,Jaipur City,Rajasthan,City,8.771306422116705,Oct-Mar,750,85,2024-03-20,3,Anika,anika@example.com,"Beaches, Historical",Female,2,0
109,103,99,4,Incredible monument!,Jaipur City,Rajasthan,City,9.293866271159713,Oct-Mar,980,37,2024-02-15,4,Ishaan,ishaan@example.com,"City, Historical",Male,2,0
110,715,474,2,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.402277983035928,Apr-Jun,225,899,2024-03-20,1,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
110,715,474,2,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.402277983035928,Apr-Jun,573,273,2024-03-20,4,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
110,715,474,2,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.402277983035928,Apr-Jun,967,24,2024-01-01,5,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
113,295,242,3,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,9.301807912303714,Apr-Jun,439,459,2024-01-01,5,Isha,isha@example.com,"Nature, Adventure",Female,2,1
115,707,2,5,Incredible monument!,Goa Beaches,Goa,Beach,8.629118750166763,Nov-Mar,31,385,2024-01-01,5,Rohan,rohan@example.com,"Nature, Adventure",Male,2,2
115,707,2,5,Incredible monument!,Goa Beaches,Goa,Beach,8.629118750166763,Nov-Mar,451,437,2024-01-01,2,Rohan,rohan@example.com,"Nature, Adventure",Male,2,2
116,160,43,4,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.0366846404497,Apr-Jun,726,200,2024-03-20,1,Riya,riya@example.com,"Beaches, Historical",Female,1,2
119,969,446,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.409359526915562,Sep-Mar,72,105,2024-03-20,3,Saanvi,saanvi@example.com,"Nature, Adventure",Female,2,2
119,969,446,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.409359526915562,Sep-Mar,442,115,2024-01-01,4,Saanvi,saanvi@example.com,"Nature, Adventure",Female,2,2
120,346,899,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.969950615777162,Nov-Feb,109,9,2024-01-01,1,Anika,anika@example.com,"Nature, Adventure",Female,1,1
121,486,415,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.2500304022815,Nov-Feb,349,216,2024-01-01,4,Arjun,arjun@example.com,"Beaches, Historical",Male,1,2
123,709,218,5,A historical wonder,Kerala Backwaters,Kerala,Nature,9.155527396194914,Sep-Mar,213,258,2024-03-20,1,Saanvi,saanvi@example.com,"Nature, Adventure",Female,2,2
123,709,218,5,A historical wonder,Kerala Backwaters,Kerala,Nature,9.155527396194914,Sep-Mar,230,484,2024-02-15,3,Saanvi,saanvi@example.com,"Nature, Adventure",Female,2,2
124,206,128,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,9.282226276103572,Nov-Feb,311,330,2024-02-15,3,Rohan,rohan@example.com,"Nature, Adventure",Male,2,2
125,280,940,2,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.639341731351649,Apr-Jun,562,411,2024-01-01,5,Anika,anika@example.com,"Beaches, Historical",Female,1,1
126,503,682,5,A historical wonder,Jaipur City,Rajasthan,City,8.918823544059974,Oct-Mar,353,335,2024-02-15,2,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,0
127,93,805,1,Incredible monument!,Jaipur City,Rajasthan,City,9.116298424696906,Oct-Mar,127,428,2024-01-01,3,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1,2
128,983,851,2,Loved the beaches!,Jaipur City,Rajasthan,City,9.08021631984698,Oct-Mar,153,266,2024-03-20,4,Anika,anika@example.com,"Nature, Adventure",Female,2,0
128,983,851,2,Loved the beaches!,Jaipur City,Rajasthan,City,9.08021631984698,Oct-Mar,792,956,2024-03-20,3,Anika,anika@example.com,"Nature, Adventure",Female,2,0
128,983,851,2,Loved the beaches!,Jaipur City,Rajasthan,City,9.08021631984698,Oct-Mar,843,384,2024-03-20,4,Anika,anika@example.com,"Nature, Adventure",Female,2,0
129,9,509,3,A historical wonder,Kerala Backwaters,Kerala,Nature,9.260450137338132,Sep-Mar,869,849,2024-02-15,1,Hitesh,hitesh@example.com,"Nature, Adventure",Male,1,0
130,2,528,3,Incredible monument!,Goa Beaches,Goa,Beach,8.605031858363876,Nov-Mar,517,872,2024-01-01,4,Isha,isha@example.com,"City, Historical",Female,2,1
130,2,528,3,Incredible monument!,Goa Beaches,Goa,Beach,8.605031858363876,Nov-Mar,519,824,2024-03-20,1,Isha,isha@example.com,"City, Historical",Female,2,1
130,2,528,3,Incredible monument!,Goa Beaches,Goa,Beach,8.605031858363876,Nov-Mar,657,619,2024-03-20,2,Isha,isha@example.com,"City, Historical",Female,2,1
131,542,207,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.682101749793983,Nov-Mar,743,587,2024-02-15,3,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
132,210,54,1,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.277611273067814,Apr-Jun,603,678,2024-03-20,2,Dhruv,dhruv@example.com,"City, Historical",Male,2,0
133,302,169,3,Incredible monument!,Goa Beaches,Goa,Beach,7.64928107708147,Nov-Mar,507,196,2024-03-20,5,Anika,anika@example.com,"Beaches, Historical",Female,2,2
133,302,169,3,Incredible monument!,Goa Beaches,Goa,Beach,7.64928107708147,Nov-Mar,892,392,2024-01-01,1,Anika,anika@example.com,"Beaches, Historical",Female,2,2
134,209,764,3,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.650543289908463,Sep-Mar,905,735,2024-02-15,3,Riya,riya@example.com,"Nature, Adventure",Female,2,1
135,700,919,1,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.87865289903948,Apr-Jun,373,413,2024-01-01,2,Aanya,aanya@example.com,"Beaches, Historical",Female,1,1
137,960,612,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.925500312367074,Apr-Jun,635,962,2024-02-15,5,Aanya,aanya@example.com,"City, Historical",Female,2,0
139,47,703,2,Incredible monument!,Goa Beaches,Goa,Beach,7.726020724706562,Nov-Mar,146,82,2024-02-15,2,Vivaan,vivaan@example.com,"Beaches, Historical",Male,2,1
143,531,582,2,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,7.819012402589374,Nov-Feb,284,518,2024-02-15,4,Anika,anika@example.com,"City, Historical",Female,2,2
145,864,397,4,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.147968243343048,Sep-Mar,750,85,2024-03-20,3,Anika,anika@example.com,"Beaches, Historical",Female,2,0
148,953,34,4,Incredible monument!,Jaipur City,Rajasthan,City,8.321398766693164,Oct-Mar,95,886,2024-02-15,5,Meera,meera@example.com,"Beaches, Historical",Female,1,2
148,953,34,4,Incredible monument!,Jaipur City,Rajasthan,City,8.321398766693164,Oct-Mar,790,910,2024-01-01,5,Meera,meera@example.com,"Beaches, Historical",Female,1,2
148,953,34,4,Incredible monument!,Jaipur City,Rajasthan,City,8.321398766693164,Oct-Mar,915,297,2024-03-20,1,Meera,meera@example.com,"Beaches, Historical",Female,1,2
149,959,589,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.052548436473314,Sep-Mar,994,20,2024-01-01,1,Arjun,arjun@example.com,"Beaches, Historical",Male,2,2
151,434,943,2,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.707253748746416,Sep-Mar,394,990,2024-01-01,5,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,1
151,434,943,2,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.707253748746416,Sep-Mar,565,479,2024-01-01,4,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,1
153,356,490,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.606176983767309,Nov-Feb,548,4,2024-02-15,1,Isha,isha@example.com,"Beaches, Historical",Female,2,1
154,884,478,4,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.241444802843858,Sep-Mar,784,539,2024-01-01,2,Arjun,arjun@example.com,"Beaches, Historical",Male,2,0
